Parent,Venture,Description,Link
Coinbase,Textile,Building data infrastructure for the decentralized web,https://www.textile.io/
Coinbase,Third Time Games,Gaming studio building Photo Finish – P2E horse-racing game,https://thirdtimegames.com/
Coinbase,Thirdweb,Low-code / No-code web3 developer platform,https://thirdweb.com/
Coinbase,Thresholds,API to make DeFi staking & yields more accessible,https://www.thresholds.io/
Coinbase,Titan,Software & services for crypto mining at scale,https://titan.io/
Coinbase,Tokemak,Liquidity aggregator for DEXs,https://www.tokemak.xyz/
Coinbase,Tokensoft,Fair distribution & launch platform for tokens,https://www.tokensoft.io/
Coinbase,Tribal,Financial infrastructure (Ramp/Brex) for LatAm startups,https://www.tribal.credit/
Coinbase,Tuned,Marketplace for quants to monetize strategies for retail investors,https://www.tuned.com/
Coinbase,Uma,UMA is an optimistic oracle that can record any verifiable statement onto a blockchain,https://umaproject.org/
Coinbase,Umee,L1 blockchain serving as cross-chain DeFi hub,https://www.umee.cc/
Coinbase,Umoja Labs,DeFi neobank building payments infrastructure (Umoja) for Africa,https://umoja.money/
Coinbase,Uniswap,Protocol for trading and automated liquidity provision on Ethereum,https://uniswap.org/
Coinbase,Unlock Protocol,Protocol streamlining NFT membership benefits for online communities,https://unlock-protocol.com/
Coinbase,Unstoppable Domains,"Building NFT domains, your web3 identity",https://unstoppabledomains.com/
Coinbase,Utopia Labs,Payroll & expense management for DAOs,https://www.utopialabs.com/
Coinbase,Valkyrie,Specialty asset management company,https://valkyrieinvest.com/
Coinbase,Valr,Leading independent crypto exchange in South Africa,https://www.valr.com/
Coinbase,Variational Research,DeFi-focused market maker and liquidity provider focused on DeFi,https://variationalresearch.com/
Coinbase,Vauld,Crypto lending & trading platform for India,https://www.vauld.com/home
Coinbase,Vega,Decentralized derivatives trading protocol,https://vega.xyz/
Coinbase,Venly,"Modular web3 tooling (wallet, NFT, Shopify) for gaming studios",https://www.venly.io/
Coinbase,Vertalo,Blockchain technology to bring shareholder registries into the 21st century,https://www.vertalo.com/
Coinbase,Violet,Identity protocol on Ethereum powering on-chain compliance,https://www.violet.co/
Coinbase,Voltz,Interest rate swap AMM,https://www.voltz.xyz/
Coinbase,WalletConnect,Developer tool for web3 wallet integrations,https://walletconnect.com/
Coinbase,Wave,Leading mobile money provider in Africa,https://www.wave.com/en/
Coinbase,Web3Auth,Simple self-custodial auth infra for dapps & wallets,https://web3auth.io/
Coinbase,WENEW,Curator and provisioner of iconic moments as NFTs (from Beeple),https://wenewmoments.com/
Coinbase,Worldcoin,L1 blockchain seeking to build the ultimate 'fair launch' token,https://worldcoin.org/
Coinbase,XMTP,"Web3 communication network, enabling messaging between wallets",https://xmtp.com
Coinbase,Yellow Card,Nigeria based crypto brokerage,https://yellowcard.io/
Coinbase,Yoz,NFT platform pursuing GTM into existing Web2 interfaces,https://www.yozlabs.com/
Coinbase,Yuga Labs,"Studio behind BAYC, MAYC + owners of CryptoPunks IP",https://www.yuga.com
Coinbase,Zapper,Manage all your DeFi assets from one simple interface,https://zapper.fi
Coinbase,zCloak,ZK-proofs as a service,https://zcloak.network/#/
Coinbase,Zebec,"Real-time, on-chain financial transactions & payroll on Solana",https://zebec.io/
Coinbase,Zerion,"Smart, Social Web3 Wallet. Manage your DeFi and NFT portfolios, trade across 10+ networks and connect to any decentralized application with one wallet",https://zerion.io/
Coinbase,zkSync,L2 scaling solution for Ethereum,https://zksync.io/
Coinbase,Zora,"Open protocol where anyone can permissionlessly mint, buy & sell NFTs",https://zora.co/
