Parent,Venture,Description,Link
Coinbase,Hidden Road,Institutional prime broker and clearinghouse,https://hiddenroad.com/
Coinbase,Highlight,Infrastructure for artists to create NFTs and manage membership communities,https://highlight.xyz/
Coinbase,Hop Protocol,Scalable token bridge for Ethereum’s L2 ecosystem,https://app.hop.exchange/ 
Coinbase,Horizon Blockchain Games,Gaming studio building wallet & developer platform,https://horizon.io/
Coinbase,HXRO Network,Decentralized liquidity network for derivatives on Solana,https://www.hxro.network/
Coinbase,HypeLab,HypeLab is an modern ads network built by web3 companies for web3 companies,https://hypelab.com/
Coinbase,Hyperithm,Institutional focused asset manager for Korea & Japan,https://hyperithm.jp/
Coinbase,Hyperspace,All-in-one NFT aggregation platform for Solana,https://hyperspace.xyz/
Coinbase,Immuna,Risk mitigation platform for digital asset investors,https://www.immuna.xyz/
Coinbase,ImmutableX,Gaming studio behind ImmutableX L2 scaling platform,https://www.immutable.com/
Coinbase,Incode,Identity verification (IDV) and authentication platform powered by biometrics & computer vision,https://incode.com/
Coinbase,Instadapp,Platform aggregating multiple DeFi protocols under one interface,https://instadapp.io
Coinbase,Interchange,Leading portfolio reconciliation tool for institutional traders,https://www.businesswire.com/news/home/20190731005251/en/Kraken-Acquires-Institutional-Grade-Cryptocurrency-Portfolio-Reconciliation-Solution-Interchange-Creates-First-Full-Service-Crypto-Trading-Platform
Coinbase,InvestaX,Singapore-based institutional investment & trading platform,https://investax.io/
Coinbase,Ippopay,Payments infrastructure for small businesses in India,https://www.ippopay.com/
Coinbase,Jadu,AR game world built around player-owned NFT avatars,https://jadu.ar/
Coinbase,Jambo,Web3 superapp for Africa,https://www.jambowallet.com/
Coinbase,Joyride Games,Bringing web3 tooling to casual game developers,https://www.onjoyride.com/
Coinbase,Katana,Yield generation protocol (Yearn) on Solana,https://app.katana.so/
Coinbase,Keep Network,Privacy & censorship-resistance layer for Ethereum,https://keep.network/
Coinbase,Kurtosis,Prototyping and testing environments for blockchain engineers,https://www.kurtosis.com/
Coinbase,KYVE,"Cross-chain protocol that indexes, verifies, and permanently stores data streams",https://www.kyve.network/
Coinbase,LayerZero,Powering the development of cross-chain dapps via interoperability protocol,https://layerzero.network/
Coinbase,Ledn,"Financial services (borrow, save, mortgage) for crypto holders",https://ledn.io/en/
Coinbase,Lemma,Trade spot assets with perpetual futures liquidity,https://lemma.finance/
Coinbase,Lemon,Crypto-powered neobank in Argentina,https://lemon.me
Coinbase,Li.Fi,Cross-chain bridge & DEX aggregation protocol,https://li.fi/
Coinbase,Limit Break,Gaming studio aiming to recreate web2 mobile hits with crypto mechanics,https://www.limitbreak.com/
Coinbase,Linen,Multi-sig self-custody wallet for web3 & DeFi,https://linen.app/
Coinbase,Liquality,Multi-chain wallet with built-in atomic swaps,https://liquality.io/
Coinbase,Livepeer,Decentralized video streaming network on Ethereum,https://www.livepeer.org/
Coinbase,Macro,"Technical collective building a school, audit firm & incubator",https://0xmacro.com/
Coinbase,Magic Eden,Leading NFT Marketplace (OpenSea) on Solana,https://magiceden.io/
Coinbase,MakersPlace,"Authentic, curated, creator-driven NFT marketplace",https://makersplace.com/
Coinbase,Mara,Kenya-based exchange & NFT marketplace,https://www.mara.xyz/
Coinbase,Massina,Web Gaming Studio,https://plailabs.com/
Coinbase,Massive,Harnessing idle compute on personal devices to mine crypto,https://joinmassive.com/
Coinbase,Meow,High yield strategies for corporate treasuries,https://meow.co/
Coinbase,Merge,Banking & payments infrastructure for web3 & fintechs,https://www.mergedup.com/
Coinbase,Messari,Providing market intelligence that drives high-conviction participation in crypto,https://messari.io/
Coinbase,Metawork,Always-on system for recording every aspect of your code's execution,https://www.metawork.com/
Coinbase,Metrika,Operational intelligence & reliability monitoring for blockchain networks,https://www.metrika.co/
Coinbase,Milkomeda,EVM capabilities (wrapped smart contracts & roll ups) for non-EVM blockchains,https://www.milkomeda.com/
Coinbase,Mina,L1 protocol focused on privacy and security via ZK infrastructure,https://minaprotocol.com/
Coinbase,Mint Songs,Polygon-based marketplace for music NFT collections,https://mintsongs.com/
Coinbase,Mintbase,Shopify/OpenSea of NEAR,https://www.mintbase.io/
Coinbase,MIRA,"Fingerprinting fine art, collectibles & luxury goods",https://miraimaging.com/
Coinbase,Mirror,Synthetics protocol for on-chain price exposure to real-world assets accessible to all,https://www.mirror.finance/
Coinbase,MobileCoin,The first carbon negative cryptocurrency,https://www.mobilecoin.com/
Coinbase,MoHash,"Scalable, stable yields backed by real-world debt assets for emerging markets",https://mohash.co/
Coinbase,Momentum Safe,The most secure and interoperable web3 wallet-as-service provider,https://m-safe.io/
Coinbase,Moonbeam,Leading EVM-compatible Polkadot parachain,https://moonbeam.network/
Coinbase,Moonwell,Lending & borrowing protocol on Moobeam & Moonriver (EVM parachains on Polkadot & Kusama),https://moonwell.fi/ 
Coinbase,Moralis,End-to-end web3 development platform to make dApp development as easy as web,https://moralis.io/
Coinbase,Morpho,P2P lending protocol that optimizes liquidity to improve supply & borrow APY,https://www.morpho.best/
Coinbase,Multis,Financial backbone for web3 organizations,https://multis.co/
Coinbase,Mysten Labs,"High throughput, low-latency L1 by ex-Meta/Diem team",https://mystenlabs.com/
Coinbase,Namebase,Enabling users to own their own domain,https://www.namebase.io
Coinbase,Nansen,Gain an edge by tracking on-chain data & activity of prominent wallet addresses,https://www.nansen.ai/
Coinbase,Naos,Borrowing/lending using real-world assets as collateral,https://naos.finance/
Coinbase,Nayms,Fully-regulated marketplace for on-chain smart contract insurance,https://nayms.io/
Coinbase,NEAR,"Climate-neutral, high-speed, and low transaction fee layer-1 blockchain platform",https://near.org/
Coinbase,Neptune Mutual,Parametric insurance for digital assets,https://neptunemutual.com/
Coinbase,Nfty Chat,Social & messaging layer for web3 communities,https://nftychat.xyz/
Coinbase,Nifty's,Platform for NFT-powered fan communities,https://niftys.com/
Coinbase,NiftyApes,Collateralized lending & on-demand liquidty for NFTs,https://niftyapes.money/
Coinbase,Nomad,"Interoperability protocol for EVM chains, using a version of “optimistic rollup” tech as the base-layer of a cross-chain communication network",https://www.nomad.xyz/ 
Coinbase,Nomics,Market data APIs for institutional investors,https://nomics.com/
Coinbase,Notional,Fixed rate lending & borrowing platform on Ethereum,https://notional.finance/
Coinbase,Nova,Platform for legal and compliance workflows,https://novahq.com/
Coinbase,Nxyz,"Web3 data indexing & search – Nxyz makes blockchains look like well-behaved, lightning-fast, performant APIs and streams of data",https://n.xyz/
Coinbase,Obol,Open-source and permissionless infrastructure protocol for staking using secret shared validators (SSV),https://docs.obol.tech
Coinbase,Omni,Next generation interoperability protocol that enables cross rollup apps to become the new standard,https://omni.network/
Coinbase,On Deck,Community talent accelerator,https://www.beondeck.com/
Coinbase,Ondo Finance,Decentralized investment bank offering DeFi strategies,https://ondo.finance/
Coinbase,One River Asset Management,Leading institutional digital asset manager,https://www.oneriveram.com/
Coinbase,OneKey,Truly 100% open-source crypto wallet to access all of Web3,/www.onekey.so
Coinbase,Onramp Invest,Crypto asset management solution for financial advisors,https://www.onrampinvest.com/
Coinbase,OpenSea,The world’s first and largest NFT marketplace,https://opensea.io/
Coinbase,OpenZeppelin / Forta,"Security products to build, automate, and operate dapps",https://openzeppelin.com/
Coinbase,Optimism,Low-cost and lightning-fast optimistic rollup L2 for Ethereum (from Plasma team),https://www.optimism.io
Coinbase,Opyn,DeFi-native derivatives & options infrastructure,https://opyn.co/
Coinbase,Orca,The most user-friendly DEX on Solana,https://www.orca.so/
Coinbase,Otterspace,Simplifying the experience of joining and contributing to a DAO,https://www.otterspace.xyz/
Coinbase,Panoptic,"Panoptic is a perpetual, oracle-free options trading protocol on the Ethereum blockchain",https://www.panoptic.xyz/
Coinbase,Parallel Finance,Liquid staking on Polkadot,https://parallel.fi/
Coinbase,ParaSpace,ParaSpace is a cross-margin lending/borrowing platform for ERC-721 and ERC-20 assets.,https://para.space/
Coinbase,Parcl,Synthetic real estate protocol built on Solana,https://www.parcl.co/
Coinbase,Pawnfi,Liquidity protocol for NFTs & non-standard assets,https://pawnfi.com/
Coinbase,Paxos,Regulated blockchain infrastructure platform,https://paxos.com/
Coinbase,Percent,Private credit investment platform,https://percent.com/
Coinbase,Perennial Finance,DeFi-native perpetuals platform,https://www.perennial.finance/
Coinbase,Persistence,Liquid staking protocol for Cosmos,https://persistence.one/
Coinbase,Pinata,Best-in-class NFT media management on IPFS,https://pinata.cloud
Coinbase,Pine Street Labs,Enterprise wallet infrastructure (WalletConnect) to support any blockchain,https://www.pinestreetlabs.com/
Coinbase,Pintu,Indonesian crypto brokerage,https://pintu.co.id/
Coinbase,PIP,Full range of financial services via Solana-based browser extension,https://www.getpip.com/
Coinbase,Polygon,L2 scaling platform for Ethereum via side chain,https://polygon.technology/
Coinbase,Polymer Labs,Scaling IBC interoperability to all chains,https://www.polymerlabs.org/
Coinbase,Portal,Enabling DefI and P2P censorship-resistant applications as layers on Bitcoin,https://portaldefi.com
Coinbase,Protego Trust,"Institutional-focused bank providing custody, trading, & lending services",https://protegotrust.com/
Coinbase,Qredo,"Decentralized platform for custody, settlement and atomic swaps",https://www.qredo.com/
Coinbase,Questbook,Developer DAO connecting web2 developers to web3 opportunities,https://www.questbook.app/
Coinbase,Radicle,Decentralized GitHub – P2P code collaboration network atop open protocols,https://radicle.xyz/
Coinbase,Rain,Leading cryptocurrency exchange in MENA,https://www.rain.bh/
Coinbase,Rain Card,Rain is enabling Web3 teams to operate bankless starting with a corporate credit card.,https://www.raincards.xyz/
Coinbase,Rally,Platform for games to integrate web3 mechanisms,https://rally.io/
Coinbase,Rarible,Community-centric marketplace for NFT creation & purchasing,https://rarible.com/
Coinbase,Raydium,"Solana AMM leveraging Serum's central order book to enable lightning-fast trades, shared liquidity and new features for earning yield",https://raydium.io/
Coinbase,RealtyBits,Buy fractional ownership in real assets,https://www.realtybits.com/
Coinbase,RedStone Finance,EVM-compatible oracles (Chainlink) for DeFi stored on Arweave,https://redstone.finance/
Coinbase,Reku,Indonesian crypto exchange targeted at pro traders,https://reku.id/
Coinbase,Reserve,Globally accessible stable money to fight hyperinflation,https://reserve.org/
Coinbase,Ribbon Finance,"Crypto structured products for DeFi, aggregated",https://www.ribbon.finance/
Coinbase,Ridian,Automated crypto investing platform for Mexico,https://ridian.io/
Coinbase,Risk Harbor,Risk management marketplace for DeFi,https://www.riskharbor.com
Coinbase,Rocket Pool,Making decentralized Ethereum liquid staking and node operation available to everyone,https://rocketpool.net/
Coinbase,Router Protocol,Providing cross-chain liquidity across EVM & non-EVM chains,https://www.routerprotocol.com/
Coinbase,Royal,NFT-based music platform allowing listeners to earn royalties alongside the artist,https://royal.io/
Coinbase,RSS3,Protocol for web3 content & social networks,https://rss3.io/
Coinbase,Saddle,AMM for pegged value crypto assets,https://saddle.finance/#/
Coinbase,Saffron Finance,P2P risk exchange & arbitrage marketplace,https://saffron.finance/
Coinbase,Samudai,Building the platform enabling DAO productivity. Think Trello + Linkedin + Glassdoor for DAOs,https://samudai.xyz/
Coinbase,Sardine,Fraud & compliance platform for the digital economy,https://www.sardine.ai/
Coinbase,Satori,Perpetual futures DEX on Polkadot,https://satori.finance/
Coinbase,ScienceMagic.Inc,"Helping brands design, deploy, and manage their own crypto economy",https://www.sciencemagic.inc/
Coinbase,Sealance,Bringing compliance solutions on-chain through ZK policy engines,https://www.sealance.io/
Coinbase,Seashell,High-yield savings by abstracting stablecoins into DeFi,https://www.seashell.com/
Coinbase,Securitize,Alternative digital asset investment platform for asset issuers & investors,https://securitize.io/
Coinbase,SEDA,"Multichain, permissionless protocol connecting real-world data to any network on-chain",/www.seda.xyz
Coinbase,Sei,IBC L1 to creating an optimized on-chain orderbook,https://www.seinetwork.io/
Coinbase,Set Labs,Tokenized asset management and social trading platform,https://www.tokensets.com/
Coinbase,Shinami,Developer infrastructure powering the next wave of decentralized applications,https://www.shinami.com/
Coinbase,Simplehash,Multi-chain NFT infrastructure & querying API,https://simplehash.com/
Coinbase,SkateX,Gaming studio building SkateX on Solana,https://www.skatex.io/
Coinbase,Slingshot,"DEX aggregator that pools liquidity, optimizing execution & routing",https://slingshot.finance/
Coinbase,Snapshot,Decentralized voting system for DAO governance,https://snapshot.org/#/
Coinbase,Socket,Multi-chain bridge & DEX aggregator,https://www.socket.tech/
Coinbase,Solend,Algorithmic lending & borrowing (Compound/Aave) on Solana,https://solend.fi/
Coinbase,SolStreet Finance,Decentralized hedge fund marketplace on Solana,https://solstreet.finance/
Coinbase,Sound.xyz,Music NFT marketplace on Ethereum,https://www.sound.xyz/
Coinbase,Spacemesh,Fairly distributed programmable cryptocurrency,https://spacemesh.io/
Coinbase,Spindl,"User growth, attribution, and monetization for web3",https://www.spindl.xyz/
Coinbase,Spruce,Enables users to control their data across the web,https://spruceid.com
Coinbase,SSV Network,Decentralized ETH staking infrastructure based on Distributed Validator (DVT) technology,https://ssv.network/
Coinbase,StableHouse,"Platform to earn, trade, borrow and pay with digital assets",https://www.stablehouse.io/
Coinbase,Stader,The most convenient and safest way to maximize your returns on staking,https://staderlabs.com/
Coinbase,Staked,,https://www.businesswire.com/news/home/20211221005538/en/Kraken-Acquires-Staked-to-Support-Growth-and-Resilience-in-One-of-Largest-Crypto-Industry-Deals-to-Date
Coinbase,Starkware,L2 scaling powered by ZK rollups,http://www.starkware.co/
Coinbase,Sturdy Exchange,Curated NFT platform for collectors on Flow,https://www.sturdy.exchange/
Coinbase,Subspace Network,L1 enabling massively scalable on-chain storage & compute,https://subspace.network/
Coinbase,Summoners Arena,Gaming studio building fantasy-based RPG P2E game,https://summonersarena.io/
Coinbase,Sunscreen,New blockchain primitive enabling the ability to author smart contracts that shield user activity (and even the smart contract’s functionality),https://sunscreen.tech/
Coinbase,SupraOracles,Real-time cross-chain oracle for financial markets,https://supraoracles.com/ 
Coinbase,Syndicate,Decentralized investment protocol and social network,https://syndicate.io/
Coinbase,Synquote,Fully trustless options trading platform,https://www.synquote.com/
Coinbase,Synthetix,Issue & trade synthetic assets on Ethereum,https://synthetix.io/
Coinbase,Tactic,Financial OS (Quickbooks) for crypto businesses,https://www.tactic.com/ 
Coinbase,Taki,Token-powered social network for emerging markets,https://taki.app/
Coinbase,Talos,Building blocks for institutional digital asset trading,https://talos.com/
Coinbase,TaxBit,Cryptocurrency tax software for enterprises & consumers,https://taxbit.com/
Coinbase,Tenderly,"Developer platform to monitor, test & launch smart contracts on Ethereum",https://tenderly.co/
Coinbase,Term Labs,"Development of robust, transparent, and scalable fixed-rate lending",https://termfinance.io
Coinbase,Tesseract,Leading institutional digital asset lending company,https://tesseractinvestment.com/
Coinbase,Tetra Trust,Canada's first regulated custodian for crypto assets,https://tetratrust.com/
Coinbase,Textile,Building data infrastructure for the decentralized web,https://www.textile.io/
Coinbase,Third Time Games,Gaming studio building Photo Finish – P2E horse-racing game,https://thirdtimegames.com/
Coinbase,Thirdweb,Low-code / No-code web3 developer platform,https://thirdweb.com/
Coinbase,Thresholds,API to make DeFi staking & yields more accessible,https://www.thresholds.io/
Coinbase,Titan,Software & services for crypto mining at scale,https://titan.io/
Coinbase,Tokemak,Liquidity aggregator for DEXs,https://www.tokemak.xyz/
Coinbase,Tokensoft,Fair distribution & launch platform for tokens,https://www.tokensoft.io/
Coinbase,Tribal,Financial infrastructure (Ramp/Brex) for LatAm startups,https://www.tribal.credit/
Coinbase,Tuned,Marketplace for quants to monetize strategies for retail investors,https://www.tuned.com/
Coinbase,Uma,UMA is an optimistic oracle that can record any verifiable statement onto a blockchain,https://umaproject.org/
Coinbase,Umee,L1 blockchain serving as cross-chain DeFi hub,https://www.umee.cc/
Coinbase,Umoja Labs,DeFi neobank building payments infrastructure (Umoja) for Africa,https://umoja.money/
Coinbase,Uniswap,Protocol for trading and automated liquidity provision on Ethereum,https://uniswap.org/
Coinbase,Unlock Protocol,Protocol streamlining NFT membership benefits for online communities,https://unlock-protocol.com/
Coinbase,Unstoppable Domains,"Building NFT domains, your web3 identity",https://unstoppabledomains.com/
Coinbase,Utopia Labs,Payroll & expense management for DAOs,https://www.utopialabs.com/
Coinbase,Valkyrie,Specialty asset management company,https://valkyrieinvest.com/
Coinbase,Valr,Leading independent crypto exchange in South Africa,https://www.valr.com/
Coinbase,Variational Research,DeFi-focused market maker and liquidity provider focused on DeFi,https://variationalresearch.com/
Coinbase,Vauld,Crypto lending & trading platform for India,https://www.vauld.com/home
Coinbase,Vega,Decentralized derivatives trading protocol,https://vega.xyz/
Coinbase,Venly,"Modular web3 tooling (wallet, NFT, Shopify) for gaming studios",https://www.venly.io/
Coinbase,Vertalo,Blockchain technology to bring shareholder registries into the 21st century,https://www.vertalo.com/
Coinbase,Violet,Identity protocol on Ethereum powering on-chain compliance,https://www.violet.co/
Coinbase,Voltz,Interest rate swap AMM,https://www.voltz.xyz/
Coinbase,WalletConnect,Developer tool for web3 wallet integrations,https://walletconnect.com/
Coinbase,Wave,Leading mobile money provider in Africa,https://www.wave.com/en/
Coinbase,Web3Auth,Simple self-custodial auth infra for dapps & wallets,https://web3auth.io/
Coinbase,WENEW,Curator and provisioner of iconic moments as NFTs (from Beeple),https://wenewmoments.com/
Coinbase,Worldcoin,L1 blockchain seeking to build the ultimate 'fair launch' token,https://worldcoin.org/
Coinbase,XMTP,"Web3 communication network, enabling messaging between wallets",https://xmtp.com
Coinbase,Yellow Card,Nigeria based crypto brokerage,https://yellowcard.io/
Coinbase,Yoz,NFT platform pursuing GTM into existing Web2 interfaces,https://www.yozlabs.com/
Coinbase,Yuga Labs,"Studio behind BAYC, MAYC + owners of CryptoPunks IP",https://www.yuga.com
Coinbase,Zapper,Manage all your DeFi assets from one simple interface,https://zapper.fi
Coinbase,zCloak,ZK-proofs as a service,https://zcloak.network/#/
Coinbase,Zebec,"Real-time, on-chain financial transactions & payroll on Solana",https://zebec.io/
Coinbase,Zerion,"Smart, Social Web3 Wallet. Manage your DeFi and NFT portfolios, trade across 10+ networks and connect to any decentralized application with one wallet",https://zerion.io/
Coinbase,zkSync,L2 scaling solution for Ethereum,https://zksync.io/
Coinbase,Zora,"Open protocol where anyone can permissionlessly mint, buy & sell NFTs",https://zora.co/
